key,junshu,tenban_junshu_p,chiban_junshu_p,chokufu,chokushi,kuubou,tenban_kan,tenban_gon,tenban_shin,tenban_son,tenban_ri,tenban_kun,tenban_da,tenban_ken,chiban_kan,chiban_gon,chiban_shin,chiban_son,chiban_ri,chiban_kun,chiban_da,chiban_ken,kyusei_kan,kyusei_gon,kyusei_shin,kyusei_son,kyusei_ri,kyusei_kun,kyusei_da,kyusei_ken,hasshin_kan,hasshin_gon,hasshin_shin,hasshin_son,hasshin_ri,hasshin_kun,hasshin_da,hasshin_ken,hachimon_kan,hachimon_gon,hachimon_shin,hachimon_son,hachimon_ri,hachimon_kun,hachimon_da,hachimon_ken,jukkan_kokuou_kan,kakkyoku_kan,jukkan_kokuou_gon,kakkyoku_gon,jukkan_kokuou_shin,kakkyoku_shin,jukkan_kokuou_son,kakkyoku_son,jukkan_kokuou_ri,kakkyoku_ri,jukkan_kokuou_kun,kakkyoku_kun,jukkan_kokuou_da,kakkyoku_da,jukkan_kokuou_ken,kakkyoku_ken,ban_level
陰1局丙子,己,震,離,天英,景門,申酉,丙,丁,己,乙癸,辛,壬,戊,庚,戊,庚,丙,丁,己,乙癸,辛,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,驚門,開門,休門,生門,傷門,杜門,景門,死門,〇飛鳥跌穴,◯丙奇得使,△朱雀入没,◯丁奇得使;×丁奇入墓,×火孛地戸,,〇奇儀相佐;×螣蛇妖矯,◯風遁;×螣蛇妖矯;×六儀撃刑格,×入獄自刑,×六儀撃刑格,△格名小蛇;×幼女奸淫,,×青龍折足,,×金華水流,,門迫
陰1局丁丑,己,巽,離,天英,景門,申酉,庚,丙,丁,己,乙癸,辛,壬,戊,戊,庚,丙,丁,己,乙癸,辛,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,死門,驚門,開門,休門,生門,傷門,杜門,景門,×太白伏宮,,×焚入太白,,△星髄月転,,△朱雀入墓,,×日奇入霧;×華蓋地戸,◯乙奇得使,×白虎猖狂;×天牢華蓋,×白虎猖狂,×騰蛇相纏,,×龍入天牢,,門迫
陰1局戊寅,己,坎,離,天英,景門,申酉,己,乙癸,辛,壬,戊,庚,丙,丁,戊,庚,丙,丁,己,乙癸,辛,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,開門,休門,生門,傷門,杜門,景門,死門,驚門,△犬遇青龍,,×日奇被刑;×太白入網,,×干合孛師,,△干合蛇刑,×六儀撃刑格,×貴人入獄,,△太白蓬星;×反吟大格,,△謀事成就,,〇五神互合,,反吟
陰1局己卯,己,離,離,天英,景門,申酉,戊,庚,丙,丁,己,乙癸,辛,壬,戊,庚,丙,丁,己,乙癸,辛,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,生門,傷門,杜門,景門,死門,驚門,開門,休門,×伏吟,,×太白同宮,×六儀撃刑格,×月奇孛師,,〇奇入太陰,◯丁奇得使;◯玉女守門,×地戸蓬鬼,,△日奇伏吟;△華蓋蓬星;△華蓋蓬星;×天網四張,×乙奇入墓,×伏吟天庭,,×蛇入地羅,,伏吟;門迫
陰1局庚辰,己,艮,離,天英,景門,申酉,丁,己,乙癸,辛,壬,戊,庚,丙,戊,庚,丙,丁,己,乙癸,辛,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門,〇青龍転光,,×刑格返名,×飛宮格,〇奇儀順遂;〇華蓋孛師,◯乙奇昇殿,〇獄神得奇,,×凶蛇入獄,,△青龍合霊;△青龍華蓋,,×白虎干格,,×火入天羅,×丙奇入墓,門迫
陰1局辛巳,己,兌,離,天英,景門,申酉,辛,壬,戊,庚,丙,丁,己,乙癸,戊,庚,丙,丁,己,乙癸,辛,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,開門,休門,生門,傷門,杜門,景門,死門,驚門,×囚獄被傷,,×太白擒蛇,,〇青龍返首,×六儀撃刑格,△丁丁之格,,△太孛入刑,◯丙奇昇殿,〇人遁吉格;×朱雀投江,◯玉女守門;×朱雀投江,×遊魂入墓,,×日奇入地;×復見騰蛇,◯乙奇得使,
陰1局壬午,己,壬,離,天英,景門,申酉,乙癸,辛,壬,戊,庚,丙,丁,己,戊,庚,丙,丁,己,乙癸,辛,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,景門,死門,驚門,開門,休門,生門,傷門,杜門,×利陰害陽;〇天乙会合,,×白虎出力,,×水蛇入火,,〇青龍耀明,,×官符刑格,×伏宮格;×刑格,〇日月併用;×華蓋孛師,◯丙奇得使,×朱雀入獄,◯丁奇昇殿,×地網高張,,反吟;門迫
陰1局癸未,己,坤,離,天英,景門,申酉,壬,戊,庚,丙,丁,己,乙癸,辛,戊,庚,丙,丁,己,乙癸,辛,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門,〇小蛇化龍,,×値符飛宮,,×太白入熒,,〇星奇朱雀,,×火入勾陳,◯玉女守門,△地戸蓬星;×地刑玄武,×六儀撃刑格,×青龍逃走;×網蓋天牢,×青龍逃走,×凶蛇入獄,,
陰1局甲申,庚,艮,艮,天任,生門,午未,戊,庚,丙,丁,己,乙癸,辛,壬,戊,庚,丙,丁,己,乙癸,辛,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟,,×太白同宮,×伏宮格;×飛宮格;×六儀撃刑格,×月奇孛師,,〇奇入太陰,◯丁奇得使,×地戸蓬鬼,,△日奇伏吟;△華蓋蓬星;△華蓋蓬星;×天網四張,×乙奇入墓,×伏吟天庭,,×蛇入地羅,,伏吟
陰1局乙酉,庚,坤,艮,天任,生門,午未,己,乙癸,辛,壬,戊,庚,丙,丁,戊,庚,丙,丁,己,乙癸,辛,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門,△犬遇青龍,,×日奇被刑;×太白入網,,×干合孛師,,△干合蛇刑,×六儀撃刑格,×貴人入獄,,△太白蓬星;×反吟大格,×時格,△謀事成就,◯神遁,〇五神互合,,反吟;門迫
陰1局丙戌,庚,震,艮,天任,生門,午未,壬,戊,庚,丙,丁,己,乙癸,辛,戊,庚,丙,丁,己,乙癸,辛,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,傷門,杜門,景門,死門,驚門,開門,休門,生門,〇小蛇化龍,,×値符飛宮,,×太白入熒,×時格,〇星奇朱雀,,×火入勾陳,,△地戸蓬星;×地刑玄武,×六儀撃刑格,×青龍逃走;×網蓋天牢,◯雲遁;×青龍逃走,×凶蛇入獄,,門迫
陰1局丁亥,庚,巽,艮,天任,生門,午未,辛,壬,戊,庚,丙,丁,己,乙癸,戊,庚,丙,丁,己,乙癸,辛,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,景門,死門,驚門,開門,休門,生門,傷門,杜門,×囚獄被傷,,×太白擒蛇,,〇青龍返首,×六儀撃刑格,△丁丁之格,×時格,△太孛入刑,◯丙奇昇殿,〇人遁吉格;×朱雀投江,◯玉女守門;×朱雀投江,×遊魂入墓,,×日奇入地;×復見騰蛇,◯乙奇得使,反吟;門迫
陰1局戊子,庚,坎,艮,天任,生門,午未,庚,丙,丁,己,乙癸,辛,壬,戊,戊,庚,丙,丁,己,乙癸,辛,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,驚門,開門,休門,生門,傷門,杜門,景門,死門,×太白伏宮,×時格,×焚入太白,,△星髄月転,,△朱雀入墓,,×日奇入霧;×華蓋地戸,◯乙奇得使,×白虎猖狂;×天牢華蓋,×白虎猖狂,×騰蛇相纏,,×龍入天牢,,門迫
陰1局己丑,庚,離,艮,天任,生門,午未,乙癸,辛,壬,戊,庚,丙,丁,己,戊,庚,丙,丁,己,乙癸,辛,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,開門,休門,生門,傷門,杜門,景門,死門,驚門,×利陰害陽;〇天乙会合,,×白虎出力,,×水蛇入火,,〇青龍耀明,,×官符刑格,×刑格;×時格,〇日月併用;×華蓋孛師,◯丙奇得使,×朱雀入獄,◯丁奇昇殿,×地網高張,,
陰1局庚寅,庚,艮,艮,天任,生門,午未,戊,庚,丙,丁,己,乙癸,辛,壬,戊,庚,丙,丁,己,乙癸,辛,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,景門,死門,驚門,開門,休門,生門,傷門,杜門,×伏吟,,×太白同宮,×伏宮格;×飛宮格;×時格;×六儀撃刑格,×月奇孛師,,〇奇入太陰,◯丁奇得使,×地戸蓬鬼,,△日奇伏吟;△華蓋蓬星;△華蓋蓬星;×天網四張,×乙奇入墓,×伏吟天庭,,×蛇入地羅,,伏吟;反吟;門迫
陰1局辛卯,庚,兌,艮,天任,生門,午未,丁,己,乙癸,辛,壬,戊,庚,丙,戊,庚,丙,丁,己,乙癸,辛,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,生門,傷門,杜門,景門,死門,驚門,開門,休門,〇青龍転光,◯玉女守門,×刑格返名,,〇奇儀順遂;〇華蓋孛師,◯乙奇昇殿,〇獄神得奇,,×凶蛇入獄,,△青龍合霊;△青龍華蓋,,×白虎干格,×時格,×火入天羅,×丙奇入墓,門迫
陰1局壬辰,庚,壬,艮,天任,生門,午未,丙,丁,己,乙癸,辛,壬,戊,庚,戊,庚,丙,丁,己,乙癸,辛,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,死門,驚門,開門,休門,生門,傷門,杜門,景門,〇飛鳥跌穴,◯丙奇得使,△朱雀入没,◯丁奇得使;×丁奇入墓,×火孛地戸,,〇奇儀相佐;×螣蛇妖矯,◯風遁;×螣蛇妖矯;×六儀撃刑格,×入獄自刑,×六儀撃刑格,△格名小蛇;×幼女奸淫,,×青龍折足,,×金華水流,×時格,門迫
陰1局癸巳,庚,坤,艮,天任,生門,午未,己,乙癸,辛,壬,戊,庚,丙,丁,戊,庚,丙,丁,己,乙癸,辛,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門,△犬遇青龍,,×日奇被刑;×太白入網,,×干合孛師,,△干合蛇刑,×六儀撃刑格,×貴人入獄,,△太白蓬星;×反吟大格,×時格,△謀事成就,,〇五神互合,,反吟
陰1局甲午,辛,兌,兌,天柱,驚門,辰巳,戊,庚,丙,丁,己,乙癸,辛,壬,戊,庚,丙,丁,己,乙癸,辛,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟,,×太白同宮,×六儀撃刑格,×月奇孛師,,〇奇入太陰,◯丁奇得使,×地戸蓬鬼,,△日奇伏吟;△華蓋蓬星;△華蓋蓬星;×天網四張,×乙奇入墓,×伏吟天庭,,×蛇入地羅,,伏吟
陰1局乙未,辛,坤,兌,天柱,驚門,辰巳,庚,丙,丁,己,乙癸,辛,壬,戊,戊,庚,丙,丁,己,乙癸,辛,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,開門,休門,生門,傷門,杜門,景門,死門,驚門,×太白伏宮,,×焚入太白,,△星髄月転,,△朱雀入墓,,×日奇入霧;×華蓋地戸,◯乙奇得使,×白虎猖狂;×天牢華蓋,×白虎猖狂,×騰蛇相纏,,×龍入天牢,,
陰1局丙申,辛,震,兌,天柱,驚門,辰巳,己,乙癸,辛,壬,戊,庚,丙,丁,戊,庚,丙,丁,己,乙癸,辛,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,生門,傷門,杜門,景門,死門,驚門,開門,休門,△犬遇青龍,,×日奇被刑;×太白入網,,×干合孛師,,△干合蛇刑,×六儀撃刑格,×貴人入獄,,△太白蓬星;×反吟大格,,△謀事成就,,〇五神互合,,反吟;門迫
陰1局丁酉,辛,巽,兌,天柱,驚門,辰巳,丁,己,乙癸,辛,壬,戊,庚,丙,戊,庚,丙,丁,己,乙癸,辛,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,杜門,景門,死門,驚門,開門,休門,生門,傷門,〇青龍転光,,×刑格返名,,〇奇儀順遂;〇華蓋孛師,◯乙奇昇殿,〇獄神得奇,,×凶蛇入獄,,△青龍合霊;△青龍華蓋,,×白虎干格,×伏宮格,×火入天羅,×丙奇入墓,門迫
陰1局戊戌,辛,坎,兌,天柱,驚門,辰巳,辛,壬,戊,庚,丙,丁,己,乙癸,戊,庚,丙,丁,己,乙癸,辛,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,景門,死門,驚門,開門,休門,生門,傷門,杜門,×囚獄被傷,,×太白擒蛇,,〇青龍返首,×六儀撃刑格,△丁丁之格,,△太孛入刑,◯丙奇昇殿,〇人遁吉格;×朱雀投江,×朱雀投江,×遊魂入墓,,×日奇入地;×復見騰蛇,◯乙奇得使,反吟;門迫
陰1局己亥,辛,離,兌,天柱,驚門,辰巳,丙,丁,己,乙癸,辛,壬,戊,庚,戊,庚,丙,丁,己,乙癸,辛,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,生門,傷門,杜門,景門,死門,驚門,開門,休門,〇飛鳥跌穴,◯丙奇得使,△朱雀入没,◯丁奇得使;×丁奇入墓,×火孛地戸,,〇奇儀相佐;×螣蛇妖矯,×螣蛇妖矯;×六儀撃刑格,×入獄自刑,×六儀撃刑格,△格名小蛇;×幼女奸淫,,×青龍折足,,×金華水流,,門迫
陰1局庚子,辛,艮,兌,天柱,驚門,辰巳,乙癸,辛,壬,戊,庚,丙,丁,己,戊,庚,丙,丁,己,乙癸,辛,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,驚門,開門,休門,生門,傷門,杜門,景門,死門,×利陰害陽;〇天乙会合,,×白虎出力,×飛宮格,×水蛇入火,,〇青龍耀明,,×官符刑格,×刑格,〇日月併用;×華蓋孛師,◯丙奇得使,×朱雀入獄,◯丁奇昇殿,×地網高張,,門迫
陰1局辛丑,辛,兌,兌,天柱,驚門,辰巳,戊,庚,丙,丁,己,乙癸,辛,壬,戊,庚,丙,丁,己,乙癸,辛,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,傷門,杜門,景門,死門,驚門,開門,休門,生門,×伏吟,,×太白同宮,×六儀撃刑格,×月奇孛師,,〇奇入太陰,◯丁奇得使,×地戸蓬鬼,,△日奇伏吟;△華蓋蓬星;△華蓋蓬星;×天網四張,◯雲遁;×乙奇入墓,×伏吟天庭,,×蛇入地羅,,伏吟;門迫
陰1局壬寅,辛,壬,兌,天柱,驚門,辰巳,壬,戊,庚,丙,丁,己,乙癸,辛,戊,庚,丙,丁,己,乙癸,辛,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,死門,驚門,開門,休門,生門,傷門,杜門,景門,〇小蛇化龍,,×値符飛宮,,×太白入熒,,〇星奇朱雀,,×火入勾陳,,△地戸蓬星;×地刑玄武,×六儀撃刑格,×青龍逃走;×網蓋天牢,×青龍逃走,×凶蛇入獄,,門迫
陰1局癸卯,辛,坤,兌,天柱,驚門,辰巳,庚,丙,丁,己,乙癸,辛,壬,戊,戊,庚,丙,丁,己,乙癸,辛,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門,×太白伏宮,,×焚入太白,,△星髄月転,,△朱雀入墓,,×日奇入霧;×華蓋地戸,◯乙奇得使,×白虎猖狂;×天牢華蓋,×白虎猖狂,×騰蛇相纏,,×龍入天牢,,
陰1局甲辰,壬,壬,乾,天心,開門,寅卯,戊,庚,丙,丁,己,乙癸,辛,壬,戊,庚,丙,丁,己,乙癸,辛,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟,,×太白同宮,×六儀撃刑格,×月奇孛師,,〇奇入太陰,◯丁奇得使,×地戸蓬鬼,,△日奇伏吟;△華蓋蓬星;△華蓋蓬星;×天網四張,×乙奇入墓,×伏吟天庭,,×蛇入地羅,,伏吟
陰1局乙巳,壬,坤,乾,天心,開門,寅卯,丙,丁,己,乙癸,辛,壬,戊,庚,戊,庚,丙,丁,己,乙癸,辛,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,傷門,杜門,景門,死門,驚門,開門,休門,生門,〇飛鳥跌穴,◯丙奇得使,△朱雀入没,◯丁奇得使;×丁奇入墓,×火孛地戸,,〇奇儀相佐;×螣蛇妖矯,×螣蛇妖矯;×六儀撃刑格,×入獄自刑,×六儀撃刑格,△格名小蛇;×幼女奸淫,×地網,×青龍折足,,×金華水流,×伏宮格,門迫
陰1局丙午,壬,震,乾,天心,開門,寅卯,乙癸,辛,壬,戊,庚,丙,丁,己,戊,庚,丙,丁,己,乙癸,辛,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,景門,死門,驚門,開門,休門,生門,傷門,杜門,×利陰害陽;〇天乙会合,,×白虎出力,,×水蛇入火,×地網,〇青龍耀明,,×官符刑格,×刑格,〇日月併用;×華蓋孛師,◯丙奇得使,×朱雀入獄,◯丁奇昇殿,×地網高張,,反吟;門迫
陰1局丁未,壬,巽,乾,天心,開門,寅卯,己,乙癸,辛,壬,戊,庚,丙,丁,戊,庚,丙,丁,己,乙癸,辛,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,死門,驚門,開門,休門,生門,傷門,杜門,景門,△犬遇青龍,,×日奇被刑;×太白入網,,×干合孛師,,△干合蛇刑,×地網;×六儀撃刑格,×貴人入獄,,△太白蓬星;×反吟大格,,△謀事成就,,〇五神互合,,反吟;門迫
陰1局戊申,壬,坎,乾,天心,開門,寅卯,壬,戊,庚,丙,丁,己,乙癸,辛,戊,庚,丙,丁,己,乙癸,辛,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,傷門,杜門,景門,死門,驚門,開門,休門,生門,〇小蛇化龍,×地網,×値符飛宮,,×太白入熒,,〇星奇朱雀,,×火入勾陳,,△地戸蓬星;×地刑玄武,×六儀撃刑格,×青龍逃走;×網蓋天牢,◯雲遁;×青龍逃走,×凶蛇入獄,,門迫
陰1局己酉,壬,離,乾,天心,開門,寅卯,丁,己,乙癸,辛,壬,戊,庚,丙,戊,庚,丙,丁,己,乙癸,辛,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,開門,休門,生門,傷門,杜門,景門,死門,驚門,〇青龍転光,◯玉女守門,×刑格返名,,〇奇儀順遂;〇華蓋孛師,◯乙奇昇殿,〇獄神得奇,,×凶蛇入獄,×地網,△青龍合霊;△青龍華蓋,,×白虎干格,,×火入天羅,×丙奇入墓,
陰1局庚戌,壬,艮,乾,天心,開門,寅卯,辛,壬,戊,庚,丙,丁,己,乙癸,戊,庚,丙,丁,己,乙癸,辛,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,杜門,景門,死門,驚門,開門,休門,生門,傷門,×囚獄被傷,,×太白擒蛇,×飛宮格;×地網,〇青龍返首,×六儀撃刑格,△丁丁之格,,△太孛入刑,◯丙奇昇殿,〇人遁吉格;×朱雀投江,×朱雀投江,×遊魂入墓,,×日奇入地;×復見騰蛇,◯乙奇得使,門迫
陰1局辛亥,壬,兌,乾,天心,開門,寅卯,庚,丙,丁,己,乙癸,辛,壬,戊,戊,庚,丙,丁,己,乙癸,辛,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,驚門,開門,休門,生門,傷門,杜門,景門,死門,×太白伏宮,,×焚入太白,,△星髄月転,,△朱雀入墓,,×日奇入霧;×華蓋地戸,◯乙奇得使,×白虎猖狂;×天牢華蓋,×白虎猖狂,×騰蛇相纏,×地網,×龍入天牢,,門迫
陰1局壬子,壬,壬,乾,天心,開門,寅卯,戊,庚,丙,丁,己,乙癸,辛,壬,戊,庚,丙,丁,己,乙癸,辛,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,生門,傷門,杜門,景門,死門,驚門,開門,休門,×伏吟,,×太白同宮,×六儀撃刑格,×月奇孛師,,〇奇入太陰,◯丁奇得使,×地戸蓬鬼,,△日奇伏吟;△華蓋蓬星;△華蓋蓬星;×天網四張,×乙奇入墓,×伏吟天庭,,×蛇入地羅,×地網,伏吟;門迫
陰1局癸丑,壬,坤,乾,天心,開門,寅卯,丙,丁,己,乙癸,辛,壬,戊,庚,戊,庚,丙,丁,己,乙癸,辛,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門,〇飛鳥跌穴,◯丙奇得使,△朱雀入没,◯丁奇得使;×丁奇入墓,×火孛地戸,,〇奇儀相佐;×螣蛇妖矯,×螣蛇妖矯;×六儀撃刑格,×入獄自刑,×六儀撃刑格,△格名小蛇;×幼女奸淫,×地網,×青龍折足,,×金華水流,×伏宮格,
陰1局甲寅,癸,坤,坤,天芮,死門,子丑,戊,庚,丙,丁,己,乙癸,辛,壬,戊,庚,丙,丁,己,乙癸,辛,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟,,×太白同宮,×六儀撃刑格,×月奇孛師,,〇奇入太陰,◯丁奇得使,×地戸蓬鬼,,△日奇伏吟;△華蓋蓬星;△華蓋蓬星;×天網四張,×乙奇入墓,×伏吟天庭,,×蛇入地羅,,伏吟
陰1局乙卯,癸,坤,坤,天芮,死門,子丑,戊,庚,丙,丁,己,乙癸,辛,壬,戊,庚,丙,丁,己,乙癸,辛,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,傷門,杜門,景門,死門,驚門,開門,休門,生門,×伏吟,,×太白同宮,×六儀撃刑格,×月奇孛師,,〇奇入太陰,◯丁奇得使;◯玉女守門,×地戸蓬鬼,,△日奇伏吟;△華蓋蓬星;△華蓋蓬星;×天網四張,◯雲遁;×天羅;×乙奇入墓,×伏吟天庭,,×蛇入地羅,,伏吟;門迫
陰1局丙辰,癸,震,坤,天芮,死門,子丑,丁,己,乙癸,辛,壬,戊,庚,丙,戊,庚,丙,丁,己,乙癸,辛,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,杜門,景門,死門,驚門,開門,休門,生門,傷門,〇青龍転光,,×刑格返名,,〇奇儀順遂;〇華蓋孛師,◯乙奇昇殿;×天羅,〇獄神得奇,,×凶蛇入獄,,△青龍合霊;△青龍華蓋,,×白虎干格,,×火入天羅,×丙奇入墓,門迫
陰1局丁巳,癸,巽,坤,天芮,死門,子丑,丙,丁,己,乙癸,辛,壬,戊,庚,戊,庚,丙,丁,己,乙癸,辛,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,休門,生門,傷門,杜門,景門,死門,驚門,開門,〇飛鳥跌穴,◯丙奇得使,△朱雀入没,◯丁奇得使;×丁奇入墓,×火孛地戸,,〇奇儀相佐;×螣蛇妖矯,×螣蛇妖矯;×天羅;×六儀撃刑格,×入獄自刑,×六儀撃刑格,△格名小蛇;×幼女奸淫,,×青龍折足,,×金華水流,,
陰1局戊午,癸,艮,坤,天芮,死門,子丑,己,乙癸,辛,壬,戊,庚,丙,丁,戊,庚,丙,丁,己,乙癸,辛,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,死門,驚門,開門,休門,生門,傷門,杜門,景門,△犬遇青龍,,×日奇被刑;×太白入網,×飛宮格,×干合孛師,,△干合蛇刑,×六儀撃刑格,×貴人入獄,,△太白蓬星;×反吟大格,×伏宮格,△謀事成就,,〇五神互合,,門迫
陰1局己未,癸,離,坤,天芮,死門,子丑,庚,丙,丁,己,乙癸,辛,壬,戊,戊,庚,丙,丁,己,乙癸,辛,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,生門,傷門,杜門,景門,死門,驚門,開門,休門,×太白伏宮,,×焚入太白,,△星髄月転,,△朱雀入墓,,×日奇入霧;×華蓋地戸,◯乙奇得使;×天羅,×白虎猖狂;×天牢華蓋,×白虎猖狂,×騰蛇相纏,,×龍入天牢,,門迫
陰1局庚申,癸,艮,坤,天芮,死門,子丑,己,乙癸,辛,壬,戊,庚,丙,丁,戊,庚,丙,丁,己,乙癸,辛,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,景門,死門,驚門,開門,休門,生門,傷門,杜門,△犬遇青龍,,×日奇被刑;×太白入網,×飛宮格;×天羅,×干合孛師,,△干合蛇刑,×六儀撃刑格,×貴人入獄,,△太白蓬星;×反吟大格,×伏宮格,△謀事成就,,〇五神互合,,反吟;門迫
