key,junshu,tenban_junshu_p,chiban_junshu_p,chokufu,chokushi,kuubou,tenban_kan,tenban_gon,tenban_shin,tenban_son,tenban_ri,tenban_kun,tenban_da,tenban_ken,chiban_kan,chiban_gon,chiban_shin,chiban_son,chiban_ri,chiban_kun,chiban_da,chiban_ken,kyusei_kan,kyusei_gon,kyusei_shin,kyusei_son,kyusei_ri,kyusei_kun,kyusei_da,kyusei_ken,hasshin_kan,hasshin_gon,hasshin_shin,hasshin_son,hasshin_ri,hasshin_kun,hasshin_da,hasshin_ken,hachimon_kan,hachimon_gon,hachimon_shin,hachimon_son,hachimon_ri,hachimon_kun,hachimon_da,hachimon_ken,jukkan_kokuou_kan,kakkyoku_kan,jukkan_kokuou_gon,kakkyoku_gon,jukkan_kokuou_shin,kakkyoku_shin,jukkan_kokuou_son,kakkyoku_son,jukkan_kokuou_ri,kakkyoku_ri,jukkan_kokuou_kun,kakkyoku_kun,jukkan_kokuou_da,kakkyoku_da,jukkan_kokuou_ken,kakkyoku_ken,ban_level
陽7局丙申,辛,坤,坎,天蓬,休門,辰巳,丁,庚,壬丙,戊,乙,辛,己,癸,辛,己,癸,丁,庚,壬丙,戊,乙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,驚門,開門,休門,生門,傷門,杜門,景門,死門,×朱雀入獄,,×官符刑格,×刑格;×六儀撃刑格,×幼女奸淫;×華蓋孛師,,〇青龍耀明,,×日奇被刑,◯乙奇得使,×凶蛇入獄;×干合孛師,,△犬遇青龍,,△華蓋蓬星,,門迫
陽7局丁酉,辛,巽,坎,天蓬,休門,辰巳,壬丙,戊,乙,辛,己,癸,丁,庚,辛,己,癸,丁,庚,壬丙,戊,乙,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,死門,驚門,開門,休門,生門,傷門,杜門,景門,×騰蛇相纏;△謀事成就,◯丙奇得使,×貴人入獄,,△華蓋蓬星,◯乙奇昇殿,〇獄神得奇,,×刑格返名,,×復見騰蛇;〇華蓋孛師,,〇青龍転光,◯丁奇昇殿,△太白蓬星,,門迫
陽7局戊戌,辛,兌,坎,天蓬,休門,辰巳,癸,丁,庚,壬丙,戊,乙,辛,己,辛,己,癸,丁,庚,壬丙,戊,乙,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,杜門,景門,死門,驚門,開門,休門,生門,傷門,×網蓋天牢,,×火入勾陳,◯丁奇得使;×丁奇入墓,×反吟大格,,△干合蛇刑;〇星奇朱雀,×六儀撃刑格,×値符飛宮,,×日奇入地;〇奇儀順遂,×乙奇入墓,×囚獄被傷,,△地戸蓬星,,門迫
陽7局己亥,辛,艮,坎,天蓬,休門,辰巳,乙,辛,己,癸,丁,庚,壬丙,戊,辛,己,癸,丁,庚,壬丙,戊,乙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,生門,傷門,杜門,景門,死門,驚門,開門,休門,×青龍逃走,◯雲遁;×青龍逃走,×入獄自刑,,×地刑玄武,,×螣蛇妖矯,×螣蛇妖矯;×六儀撃刑格,△朱雀入没,,×金華水流;×太白入熒,,〇小蛇化龍;〇飛鳥跌穴,,△青龍合霊,,門迫
陽7局庚子,辛,離,坎,天蓬,休門,辰巳,庚,壬丙,戊,乙,辛,己,癸,丁,辛,己,癸,丁,庚,壬丙,戊,乙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,傷門,杜門,景門,死門,驚門,開門,休門,生門,×白虎干格,×伏宮格,×凶蛇入獄;△太孛入刑,,△青龍華蓋,×六儀撃刑格,〇奇儀相佐,,×白虎出力,×飛宮格;×六儀撃刑格,×地網高張;×火孛地戸,×六儀撃刑格,〇天乙会合,,〇人遁吉格,,反吟;門迫
陽7局辛丑,辛,坎,坎,天蓬,休門,辰巳,辛,己,癸,丁,庚,壬丙,戊,乙,辛,己,癸,丁,庚,壬丙,戊,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,開門,休門,生門,傷門,杜門,景門,死門,驚門,×伏吟天庭,,×地戸蓬鬼,,×天網四張,,〇奇入太陰,◯丁奇得使,×太白同宮,,×蛇入地羅;×水蛇入火;×火入天羅;×月奇孛師,◯丙奇得使,×伏吟,,△日奇伏吟,◯乙奇得使,伏吟
陽7局壬寅,辛,坤,坎,天蓬,休門,辰巳,丁,庚,壬丙,戊,乙,辛,己,癸,辛,己,癸,丁,庚,壬丙,戊,乙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,景門,死門,驚門,開門,休門,生門,傷門,杜門,×朱雀入獄,,×官符刑格,×刑格;×六儀撃刑格,×幼女奸淫;×華蓋孛師,,〇青龍耀明,,×日奇被刑,◯乙奇得使,×凶蛇入獄;×干合孛師,,△犬遇青龍,,△華蓋蓬星,,反吟;門迫
陽7局癸卯,辛,震,坎,天蓬,休門,辰巳,戊,乙,辛,己,癸,丁,庚,壬丙,辛,己,癸,丁,庚,壬丙,戊,乙,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門,×青龍折足,,×日奇入霧,,×天牢華蓋,,△朱雀入墓,,×太白入網,,〇五神互合;△星髄月転,,×太白伏宮,,△格名小蛇;〇日月併用,×丙奇入墓,
陽7局甲辰,壬,坤,坤,天芮,死門,寅卯,辛,己,癸,丁,庚,壬丙,戊,乙,辛,己,癸,丁,庚,壬丙,戊,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟天庭,,×地戸蓬鬼,,×天網四張,,〇奇入太陰,◯丁奇得使,×太白同宮,,×蛇入地羅;×水蛇入火;×火入天羅;×月奇孛師,◯丙奇得使,×伏吟,,△日奇伏吟,◯乙奇得使,伏吟
陽7局乙巳,壬,壬,坤,天芮,死門,寅卯,戊,乙,辛,己,癸,丁,庚,壬丙,辛,己,癸,丁,庚,壬丙,戊,乙,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,杜門,景門,死門,驚門,開門,休門,生門,傷門,×青龍折足,,×日奇入霧,,×天牢華蓋,,△朱雀入墓,,×太白入網,,〇五神互合;△星髄月転,,×太白伏宮,,△格名小蛇;〇日月併用,×地網;×丙奇入墓,門迫
陽7局丙午,壬,坤,坤,天芮,死門,寅卯,辛,己,癸,丁,庚,壬丙,戊,乙,辛,己,癸,丁,庚,壬丙,戊,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門,×伏吟天庭,,×地戸蓬鬼,,×天網四張,,〇奇入太陰,◯丁奇得使;◯玉女守門,×太白同宮,,×蛇入地羅;×水蛇入火;×火入天羅;×月奇孛師,◯丙奇得使;×地網,×伏吟,,△日奇伏吟,◯乙奇得使,伏吟;門迫
陽7局丁未,壬,巽,坤,天芮,死門,寅卯,癸,丁,庚,壬丙,戊,乙,辛,己,辛,己,癸,丁,庚,壬丙,戊,乙,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,休門,生門,傷門,杜門,景門,死門,驚門,開門,×網蓋天牢,,×火入勾陳,◯丁奇得使;×丁奇入墓,×反吟大格,,△干合蛇刑;〇星奇朱雀,×地網;×六儀撃刑格,×値符飛宮,,×日奇入地;〇奇儀順遂,×乙奇入墓,×囚獄被傷,,△地戸蓬星,,
陽7局戊申,壬,兌,坤,天芮,死門,寅卯,乙,辛,己,癸,丁,庚,壬丙,戊,辛,己,癸,丁,庚,壬丙,戊,乙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,驚門,開門,休門,生門,傷門,杜門,景門,死門,×青龍逃走,×青龍逃走,×入獄自刑,,×地刑玄武,,×螣蛇妖矯,×螣蛇妖矯;×六儀撃刑格,△朱雀入没,,×金華水流;×太白入熒,×伏宮格,〇小蛇化龍;〇飛鳥跌穴,×地網,△青龍合霊,,門迫
陽7局己酉,壬,艮,坤,天芮,死門,寅卯,庚,壬丙,戊,乙,辛,己,癸,丁,辛,己,癸,丁,庚,壬丙,戊,乙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,開門,休門,生門,傷門,杜門,景門,死門,驚門,×白虎干格,,×凶蛇入獄;△太孛入刑,×地網,△青龍華蓋,×六儀撃刑格,〇奇儀相佐,,×白虎出力,×六儀撃刑格,×地網高張;×火孛地戸,×六儀撃刑格,〇天乙会合,,〇人遁吉格,,反吟
陽7局庚戌,壬,離,坤,天芮,死門,寅卯,己,癸,丁,庚,壬丙,戊,乙,辛,辛,己,癸,丁,庚,壬丙,戊,乙,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,景門,死門,驚門,開門,休門,生門,傷門,杜門,×遊魂入墓,,×華蓋地戸,,×朱雀投江,×朱雀投江,△丁丁之格,,×太白擒蛇;×焚入太白,◯丙奇昇殿;×飛宮格;×地網,×龍入天牢;〇青龍返首,,×利陰害陽,,×白虎猖狂,×白虎猖狂,反吟;門迫
陽7局辛亥,壬,坎,坤,天芮,死門,寅卯,壬丙,戊,乙,辛,己,癸,丁,庚,辛,己,癸,丁,庚,壬丙,戊,乙,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,生門,傷門,杜門,景門,死門,驚門,開門,休門,×騰蛇相纏;△謀事成就,◯丙奇得使;×地網,×貴人入獄,,△華蓋蓬星,◯乙奇昇殿,〇獄神得奇,,×刑格返名,,×復見騰蛇;〇華蓋孛師,,〇青龍転光,◯丁奇昇殿,△太白蓬星,,門迫
陽7局壬子,壬,坤,坤,天芮,死門,寅卯,辛,己,癸,丁,庚,壬丙,戊,乙,辛,己,癸,丁,庚,壬丙,戊,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,死門,驚門,開門,休門,生門,傷門,杜門,景門,×伏吟天庭,,×地戸蓬鬼,,×天網四張,,〇奇入太陰,◯丁奇得使,×太白同宮,,×蛇入地羅;×水蛇入火;×火入天羅;×月奇孛師,◯丙奇得使;×地網,×伏吟,,△日奇伏吟,◯乙奇得使,伏吟;門迫
陽7局癸丑,壬,震,坤,天芮,死門,寅卯,丁,庚,壬丙,戊,乙,辛,己,癸,辛,己,癸,丁,庚,壬丙,戊,乙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門,×朱雀入獄,,×官符刑格,×刑格;×六儀撃刑格,×幼女奸淫;×華蓋孛師,×地網,〇青龍耀明,,×日奇被刑,◯乙奇得使,×凶蛇入獄;×干合孛師,,△犬遇青龍,,△華蓋蓬星,,
陽7局甲寅,癸,震,震,天冲,傷門,子丑,辛,己,癸,丁,庚,壬丙,戊,乙,辛,己,癸,丁,庚,壬丙,戊,乙,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門,×伏吟天庭,,×地戸蓬鬼,,×天網四張,,〇奇入太陰,◯丁奇得使,×太白同宮,,×蛇入地羅;×水蛇入火;×火入天羅;×月奇孛師,◯丙奇得使,×伏吟,,△日奇伏吟,◯乙奇得使,伏吟
陽7局乙卯,癸,壬,震,天冲,傷門,子丑,丁,庚,壬丙,戊,乙,辛,己,癸,辛,己,癸,丁,庚,壬丙,戊,乙,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,開門,休門,生門,傷門,杜門,景門,死門,驚門,×朱雀入獄,,×官符刑格,×刑格;×六儀撃刑格,×幼女奸淫;×華蓋孛師,,〇青龍耀明,,×日奇被刑,◯乙奇得使,×凶蛇入獄;×干合孛師,,△犬遇青龍,,△華蓋蓬星,×天羅,
陽7局丙辰,癸,坤,震,天冲,傷門,子丑,壬丙,戊,乙,辛,己,癸,丁,庚,辛,己,癸,丁,庚,壬丙,戊,乙,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,死門,驚門,開門,休門,生門,傷門,杜門,景門,×騰蛇相纏;△謀事成就,◯丙奇得使,×貴人入獄,,△華蓋蓬星,◯乙奇昇殿,〇獄神得奇,,×刑格返名,,×復見騰蛇;〇華蓋孛師,×天羅,〇青龍転光,◯丁奇昇殿,△太白蓬星,,門迫
陽7局丁巳,癸,巽,震,天冲,傷門,子丑,乙,辛,己,癸,丁,庚,壬丙,戊,辛,己,癸,丁,庚,壬丙,戊,乙,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,杜門,景門,死門,驚門,開門,休門,生門,傷門,×青龍逃走,×青龍逃走,×入獄自刑,,×地刑玄武,,×螣蛇妖矯,×螣蛇妖矯;×天羅;×六儀撃刑格,△朱雀入没,,×金華水流;×太白入熒,,〇小蛇化龍;〇飛鳥跌穴,,△青龍合霊,,門迫
陽7局戊午,癸,兌,震,天冲,傷門,子丑,庚,壬丙,戊,乙,辛,己,癸,丁,辛,己,癸,丁,庚,壬丙,戊,乙,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,景門,死門,驚門,開門,休門,生門,傷門,杜門,×白虎干格,,×凶蛇入獄;△太孛入刑,,△青龍華蓋,×六儀撃刑格,〇奇儀相佐,◯風遁,×白虎出力,×六儀撃刑格,×地網高張;×火孛地戸,×六儀撃刑格,〇天乙会合,×天羅,〇人遁吉格,,反吟;門迫
陽7局己未,癸,艮,震,天冲,傷門,子丑,己,癸,丁,庚,壬丙,戊,乙,辛,辛,己,癸,丁,庚,壬丙,戊,乙,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,生門,傷門,杜門,景門,死門,驚門,開門,休門,×遊魂入墓,,×華蓋地戸,×天羅,×朱雀投江,×朱雀投江,△丁丁之格,,×太白擒蛇;×焚入太白,◯丙奇昇殿,×龍入天牢;〇青龍返首,,×利陰害陽,,×白虎猖狂,×白虎猖狂,門迫
